#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
NODE_1198_length_266_cov_0.772487	1	266	2	266	100	1.12782	30	60
NODE_1199_length_266_cov_0.772487	1	266	2	266	100	1.12782	30	60
NODE_1200_length_266_cov_0.772487	1	266	2	266	100	1.12782	30	60
NODE_1201_length_266_cov_0.772487	1	266	2	266	100	1.12782	30	60
NODE_1202_length_266_cov_0.772487	1	266	2	266	100	1.12782	30	60
NODE_1203_length_266_cov_0.772487	1	266	2	266	100	1.12782	30	60
NODE_1204_length_266_cov_0.772487	1	266	2	266	100	1.12782	30	60
NODE_1205_length_266_cov_0.772487	1	266	2	266	100	1.12782	30	60
NODE_1206_length_266_cov_0.772487	1	266	2	266	100	1.12782	30	60
NODE_1207_length_266_cov_0.772487	1	266	2	266	100	1.12782	30	60
NODE_1208_length_266_cov_0.772487	1	266	2	266	100	1.12782	30	60
NODE_1209_length_266_cov_0.772487	1	266	2	266	100	1.12782	30	60
NODE_1210_length_266_cov_0.772487	1	266	2	266	100	1.12782	30	60
NODE_1211_length_266_cov_0.772487	1	266	2	266	100	1.12782	30	60
NODE_1212_length_266_cov_0.740741	1	266	2	266	100	1.12782	30	60
NODE_1213_length_266_cov_0.719577	1	266	2	266	100	1.12782	30	60
NODE_1214_length_265_cov_3.106383	1	265	8	265	100	4.5283	30	60
NODE_1215_length_265_cov_2.329787	1	265	6	265	100	3.39623	30	60
NODE_1216_length_265_cov_2.329787	1	265	6	265	100	3.39623	30	60
NODE_1217_length_265_cov_2.329787	1	265	6	265	100	3.39623	30	60
NODE_1218_length_265_cov_2.117021	1	265	12	265	100	6.32453	30	48.3
NODE_1219_length_265_cov_1.888298	1	265	6	265	100	3.39623	30	59.8
NODE_1220_length_265_cov_1.553191	1	265	4	265	100	2.26415	30	60
NODE_1221_length_265_cov_1.553191	1	265	6	265	100	2.55472	30	42.3
NODE_1222_length_265_cov_1.553191	1	265	4	265	100	2.26415	30	60
NODE_1223_length_265_cov_1.553191	1	265	4	265	100	2.26415	30	60
NODE_1224_length_265_cov_1.553191	1	265	4	265	100	2.26415	30	60
NODE_1225_length_265_cov_1.553191	1	265	4	265	100	2.26415	30	60
NODE_1226_length_265_cov_1.553191	1	265	4	265	100	2.26415	30	60
NODE_1227_length_265_cov_1.542553	1	265	4	265	100	2.26415	30	60
NODE_1228_length_265_cov_1.531915	1	265	4	265	100	2.26415	30	60
NODE_1229_length_265_cov_1.500000	1	265	4	265	100	2.26415	30	60
NODE_1230_length_265_cov_1.196809	1	265	4	265	100	2.26415	30	60
NODE_1231_length_265_cov_0.776596	1	265	2	265	100	1.13208	30	60
NODE_1232_length_265_cov_0.776596	1	265	2	265	100	1.13208	30	60
NODE_1233_length_265_cov_0.776596	1	265	2	265	100	1.13208	30	60
NODE_1234_length_265_cov_0.776596	1	265	2	265	100	1.13208	30	60
NODE_1235_length_265_cov_0.776596	1	265	2	265	100	1.13208	30	60
NODE_1236_length_265_cov_0.776596	1	265	2	265	100	1.13208	30	60
NODE_1237_length_265_cov_0.776596	1	265	2	265	100	1.13208	30	60
NODE_1238_length_265_cov_0.776596	1	265	2	265	100	1.13208	30	60
NODE_1239_length_265_cov_0.776596	1	265	2	265	100	1.13208	30	60
NODE_1240_length_265_cov_0.776596	1	265	2	265	100	1.13208	30	60
NODE_1241_length_265_cov_0.776596	1	265	7	265	100	1.67925	30	20.1
NODE_1242_length_265_cov_0.776596	1	265	2	265	100	1.13208	30	60
NODE_1243_length_265_cov_0.776596	1	265	2	265	100	1.13208	30	60
NODE_1244_length_265_cov_0.776596	1	265	2	265	100	1.13208	30	60
NODE_1245_length_265_cov_0.776596	1	265	2	265	100	1.13208	30	60
NODE_1246_length_265_cov_0.776596	1	265	2	265	100	1.13208	30	60
NODE_1247_length_265_cov_0.776596	1	265	2	265	100	1.13208	30	60
NODE_1248_length_265_cov_0.776596	1	265	2	265	100	1.13208	30	60
NODE_1249_length_265_cov_0.776596	1	265	2	265	100	1.13208	30	60
NODE_1250_length_265_cov_0.776596	1	265	2	265	100	1.13208	30	60
NODE_1251_length_265_cov_0.776596	1	265	2	265	100	1.13208	30	60
NODE_1252_length_265_cov_0.776596	1	265	2	265	100	1.13208	30	60
NODE_1253_length_265_cov_0.776596	1	265	2	265	100	1.13208	30	60
NODE_1254_length_265_cov_0.776596	1	265	2	265	100	1.13208	30	60
NODE_1255_length_265_cov_0.776596	1	265	2	265	100	1.13208	30	60
NODE_1256_length_265_cov_0.776596	1	265	2	265	100	1.13208	30	60
NODE_1257_length_265_cov_0.776596	1	265	2	265	100	1.13208	30	60
NODE_1258_length_265_cov_0.776596	1	265	2	265	100	1.13208	30	60
NODE_1259_length_265_cov_0.776596	1	265	2	265	100	1.13208	30	60
NODE_1260_length_265_cov_0.776596	1	265	2	265	100	1.13208	30	60
NODE_1261_length_265_cov_0.776596	1	265	2	265	100	1.13208	30	60
NODE_1262_length_265_cov_0.776596	1	265	2	265	100	1.13208	30	60
NODE_1263_length_265_cov_0.776596	1	265	2	265	100	1.13208	30	60
NODE_1264_length_265_cov_0.776596	1	265	2	265	100	1.13208	30	60
NODE_1265_length_265_cov_0.776596	1	265	2	265	100	1.13208	30	60
NODE_1266_length_265_cov_0.776596	1	265	2	265	100	1.13208	30	60
NODE_1267_length_265_cov_0.776596	1	265	2	265	100	1.13208	30	60
NODE_1268_length_265_cov_0.776596	1	265	2	265	100	1.13208	30	60
NODE_1269_length_265_cov_0.776596	1	265	2	265	100	1.13208	30	60
NODE_1270_length_265_cov_0.776596	1	265	2	265	100	1.13208	30	60
NODE_1271_length_265_cov_0.776596	1	265	2	265	100	1.13208	30	60
NODE_1272_length_265_cov_0.776596	1	265	2	265	100	1.13208	30	60
NODE_1273_length_265_cov_0.776596	1	265	2	265	100	1.13208	30	60
NODE_1274_length_265_cov_0.776596	1	265	2	265	100	1.13208	30	60
NODE_1275_length_265_cov_0.776596	1	265	2	265	100	1.13208	30	60
NODE_1276_length_265_cov_0.776596	1	265	2	265	100	1.13208	30	60
NODE_1277_length_265_cov_0.776596	1	265	2	265	100	1.13208	30	60
NODE_1278_length_265_cov_0.760638	1	265	2	265	100	1.12075	30	60
NODE_1279_length_265_cov_0.744681	1	265	2	265	100	1.13208	30	60
NODE_1280_length_265_cov_0.707447	1	265	2	265	100	1.13208	30	60
NODE_1281_length_265_cov_0.702128	1	265	2	265	100	1.13208	30	60
NODE_1282_length_264_cov_2.101604	1	264	6	264	100	3.40909	30	60
NODE_1283_length_264_cov_2.058824	1	264	6	264	100	3.4053	30	60
NODE_1284_length_264_cov_1.561497	1	264	4	264	100	2.27273	30	60
NODE_1285_length_264_cov_1.561497	1	264	4	264	100	2.27273	30	60
NODE_1286_length_264_cov_1.561497	1	264	4	264	100	2.27273	30	60
NODE_1287_length_264_cov_1.561497	1	264	4	264	100	2.27273	30	60
NODE_1288_length_264_cov_1.561497	1	264	4	264	100	2.27273	30	60
NODE_1289_length_264_cov_1.561497	1	264	4	264	100	2.27273	30	60
NODE_1290_length_264_cov_1.561497	1	264	4	264	100	2.27273	30	60
NODE_1291_length_264_cov_1.513369	1	264	4	264	100	2.27273	30	60
NODE_1292_length_264_cov_1.390374	1	264	4	264	100	2.23864	30	60
NODE_1293_length_264_cov_1.262032	1	264	4	264	100	2.27273	30	60
NODE_1294_length_264_cov_1.262032	1	264	4	264	100	2.27273	30	60
NODE_1295_length_264_cov_1.171123	1	264	3	264	100	1.70455	30	60
NODE_1296_length_264_cov_1.165775	1	264	4	264	100	2.27273	30	60
NODE_1297_length_264_cov_0.780749	1	264	2	264	100	1.13636	30	60
NODE_1298_length_264_cov_0.780749	1	264	2	264	100	1.13636	30	60
NODE_1299_length_264_cov_0.780749	1	264	2	264	100	1.13636	30	60
NODE_1300_length_264_cov_0.780749	1	264	2	264	100	1.13636	30	60
NODE_1301_length_264_cov_0.780749	1	264	2	264	100	1.13636	30	60
NODE_1302_length_264_cov_0.780749	1	264	2	264	100	1.13636	30	60
NODE_1303_length_264_cov_0.780749	1	264	2	264	100	1.13636	30	60
NODE_1304_length_264_cov_0.780749	1	264	2	264	100	1.13636	30	60
NODE_1305_length_264_cov_0.780749	1	264	2	264	100	1.13636	30	60
NODE_1306_length_264_cov_0.780749	1	264	2	264	100	1.13636	30	60
NODE_1307_length_264_cov_0.780749	1	264	2	264	100	1.13636	30	60
NODE_1308_length_264_cov_0.780749	1	264	2	264	100	1.13636	30	60
NODE_1309_length_264_cov_0.780749	1	264	2	264	100	1.13636	30	60
NODE_1310_length_264_cov_0.780749	1	264	2	264	100	1.13636	30	60
NODE_1311_length_264_cov_0.780749	1	264	2	264	100	1.13636	30	60
NODE_1312_length_264_cov_0.780749	1	264	2	264	100	1.13636	30	60
NODE_1313_length_264_cov_0.780749	1	264	2	264	100	1.13636	30	60
NODE_1314_length_264_cov_0.780749	1	264	2	264	100	1.13636	30	60
NODE_1315_length_264_cov_0.780749	1	264	2	264	100	1.13636	30	60
NODE_1316_length_264_cov_0.780749	1	264	2	264	100	1.13636	30	60
NODE_1317_length_264_cov_0.780749	1	264	2	264	100	1.13636	30	60
NODE_1318_length_264_cov_0.780749	1	264	2	264	100	1.13636	30	60
NODE_1319_length_264_cov_0.780749	1	264	2	264	100	1.13636	30	60
NODE_1320_length_264_cov_0.780749	1	264	2	264	100	1.13636	30	60
NODE_1321_length_264_cov_0.780749	1	264	2	264	100	1.13636	30	60
NODE_1322_length_264_cov_0.780749	1	264	2	264	100	1.13636	30	60
NODE_1323_length_264_cov_0.780749	1	264	2	264	100	1.13636	30	60
NODE_1324_length_264_cov_0.780749	1	264	2	264	100	1.13636	30	60
NODE_1325_length_264_cov_0.780749	1	264	2	264	100	1.13636	30	60
NODE_1326_length_264_cov_0.780749	1	264	2	264	100	1.13636	30	60
NODE_1327_length_264_cov_0.780749	1	264	2	264	100	1.13636	30	60
NODE_1328_length_264_cov_0.780749	1	264	2	264	100	1.13636	30	60
NODE_1329_length_264_cov_0.780749	1	264	2	264	100	1.13636	30	60
NODE_1330_length_264_cov_0.780749	1	264	2	264	100	1.13636	30	60
NODE_1331_length_264_cov_0.780749	1	264	2	264	100	1.13636	30	60
NODE_1332_length_264_cov_0.780749	1	264	2	264	100	1.13636	30	60
NODE_1333_length_264_cov_0.780749	1	264	2	264	100	1.13636	30	60
NODE_1334_length_264_cov_0.748663	1	264	2	264	100	1.13636	30	60
NODE_1335_length_264_cov_0.727273	1	264	2	264	100	1.13636	30	60
NODE_1336_length_263_cov_8.043011	1	263	80	263	100	28.2053	30	48.7
NODE_1337_length_263_cov_4.709677	1	263	12	263	100	6.84411	30	60
NODE_1338_length_263_cov_2.354839	1	263	6	263	100	3.42205	30	60
NODE_1339_length_263_cov_1.623656	1	263	11	263	100	3.84411	30	31.5
NODE_1340_length_263_cov_1.569892	1	263	4	263	100	2.28137	30	60
NODE_1341_length_263_cov_1.569892	1	263	4	263	100	2.28137	30	60
NODE_1342_length_263_cov_1.569892	1	263	4	263	100	2.28137	30	60
NODE_1343_length_263_cov_1.569892	1	263	4	263	100	2.28137	30	60
NODE_1344_length_263_cov_1.569892	1	263	4	263	100	2.28137	30	60
NODE_1345_length_263_cov_1.569892	1	263	4	263	100	2.28137	30	60
NODE_1346_length_263_cov_1.569892	1	263	4	263	100	2.28137	30	60
NODE_1347_length_263_cov_1.462366	1	263	4	263	100	2.20532	30	57
NODE_1348_length_263_cov_1.225806	1	263	8	263	100	3.78707	30	31.8
NODE_1349_length_263_cov_1.209677	1	263	4	263	100	2.28137	30	60
NODE_1350_length_263_cov_0.784946	1	263	2	263	100	1.14068	30	60
NODE_1351_length_263_cov_0.784946	1	263	2	263	100	1.14068	30	60
NODE_1352_length_263_cov_0.784946	1	263	2	263	100	1.14068	30	60
NODE_1353_length_263_cov_0.784946	1	263	2	263	100	1.14068	30	60
NODE_1354_length_263_cov_0.784946	1	263	2	263	100	1.14068	30	60
NODE_1355_length_263_cov_0.784946	1	263	2	263	100	1.14068	30	60
NODE_1356_length_263_cov_0.784946	1	263	2	263	100	1.14068	30	60
NODE_1357_length_263_cov_0.784946	1	263	2	263	100	1.14068	30	60
NODE_1358_length_263_cov_0.784946	1	263	2	263	100	1.14068	30	60
NODE_1359_length_263_cov_0.784946	1	263	2	263	100	1.14068	30	60
NODE_1360_length_263_cov_0.784946	1	263	2	263	100	1.14068	30	60
NODE_1361_length_263_cov_0.784946	1	263	2	263	100	1.14068	30	60
NODE_1362_length_263_cov_0.784946	1	263	2	263	100	1.14068	30	60
NODE_1363_length_263_cov_0.784946	1	263	2	263	100	1.14068	30	60
NODE_1364_length_263_cov_0.784946	1	263	2	263	100	1.14068	30	60
NODE_1365_length_263_cov_0.784946	1	263	2	263	100	1.14068	30	60
NODE_1366_length_263_cov_0.784946	1	263	2	263	100	1.14068	30	60
NODE_1367_length_263_cov_0.784946	1	263	2	263	100	1.14068	30	60
NODE_1368_length_263_cov_0.784946	1	263	2	263	100	1.14068	30	60
NODE_1369_length_263_cov_0.784946	1	263	2	263	100	1.14068	30	60
NODE_1370_length_263_cov_0.784946	1	263	2	263	100	1.14068	30	60
NODE_1371_length_263_cov_0.784946	1	263	2	263	100	1.14068	30	60
NODE_1372_length_263_cov_0.784946	1	263	2	263	100	1.14068	30	60
NODE_1373_length_263_cov_0.784946	1	263	2	263	100	1.14068	30	60
NODE_1374_length_263_cov_0.784946	1	263	2	263	100	1.14068	30	60
NODE_1375_length_263_cov_0.784946	1	263	2	263	100	1.14068	30	60
NODE_1376_length_263_cov_0.784946	1	263	2	263	100	1.14068	30	60
NODE_1377_length_263_cov_0.784946	1	263	2	263	100	1.14068	30	60
NODE_1378_length_263_cov_0.784946	1	263	2	263	100	1.14068	30	60
NODE_1379_length_263_cov_0.784946	1	263	2	263	100	1.14068	30	60
NODE_1380_length_263_cov_0.784946	1	263	2	263	100	1.14068	30	60
NODE_1381_length_263_cov_0.784946	1	263	2	263	100	1.14068	30	60
NODE_1382_length_263_cov_0.784946	1	263	2	263	100	1.14068	30	60
NODE_1383_length_263_cov_0.784946	1	263	2	263	100	1.14068	30	60
NODE_1384_length_263_cov_0.784946	1	263	2	263	100	1.14068	30	60
NODE_1385_length_263_cov_0.784946	1	263	2	263	100	1.14068	30	60
NODE_1386_length_263_cov_0.784946	1	263	2	263	100	1.14068	30	60
NODE_1387_length_263_cov_0.784946	1	263	2	263	100	1.14068	30	60
NODE_1388_length_263_cov_0.784946	1	263	2	263	100	1.14068	30	60
NODE_1389_length_263_cov_0.784946	1	263	2	263	100	1.14068	30	60
NODE_1390_length_263_cov_0.784946	1	263	2	263	100	1.14068	30	60
NODE_1391_length_263_cov_0.784946	1	263	2	263	100	1.14068	30	60
NODE_1392_length_263_cov_0.784946	1	263	2	263	100	1.14068	30	60
NODE_1393_length_263_cov_0.784946	1	263	2	263	100	1.14068	30	60
NODE_1394_length_263_cov_0.784946	1	263	2	263	100	1.14068	30	60
NODE_1395_length_263_cov_0.784946	1	263	2	263	100	1.14068	30	60
NODE_1396_length_263_cov_0.784946	1	263	2	263	100	1.14068	30	60
NODE_1397_length_263_cov_0.784946	1	263	2	263	100	1.14068	30	60
NODE_1398_length_263_cov_0.763441	1	263	4	263	100	1.53612	30	34.8
NODE_1399_length_263_cov_0.758065	1	263	2	263	100	1.12167	30	60
NODE_1400_length_263_cov_0.741935	1	263	2	263	100	1.14068	30	60
NODE_1401_length_263_cov_0.731183	1	263	2	263	100	1.14068	30	60
NODE_1402_length_263_cov_0.704301	1	263	2	263	100	1.14068	30	60
NODE_1403_length_263_cov_0.698925	1	263	2	263	100	1.14068	30	60
NODE_1404_length_263_cov_0.698925	1	263	2	263	100	1.14068	30	60
NODE_1405_length_262_cov_1.578378	1	262	4	262	100	2.29008	30	60
NODE_1406_length_262_cov_1.578378	1	262	4	262	100	2.29008	30	60
NODE_1407_length_262_cov_1.578378	1	262	4	262	100	2.29008	30	60
NODE_1408_length_262_cov_1.578378	1	262	4	262	100	2.29008	30	60
NODE_1409_length_262_cov_1.578378	1	262	4	262	100	2.29008	30	60
NODE_1410_length_262_cov_1.578378	1	262	4	262	100	2.29008	30	60
NODE_1411_length_262_cov_1.562162	1	262	4	262	100	2.29008	30	60
NODE_1412_length_262_cov_1.556757	1	262	4	262	100	2.29008	30	60
NODE_1413_length_262_cov_1.556757	1	262	5	262	100	2.81679	30	53.8
NODE_1414_length_262_cov_1.475676	1	262	7	262	100	2.9313	30	34.7
NODE_1415_length_262_cov_1.389189	1	262	4	262	100	2.29008	30	60
NODE_1416_length_262_cov_1.183784	1	262	4	262	100	2.29008	30	60
NODE_1417_length_262_cov_0.789189	1	262	2	262	100	1.14504	30	60
NODE_1418_length_262_cov_0.789189	1	262	2	262	100	1.14504	30	60
NODE_1419_length_262_cov_0.789189	1	262	2	262	100	1.14504	30	60
NODE_1420_length_262_cov_0.789189	1	262	2	262	100	1.14504	30	60
NODE_1421_length_262_cov_0.789189	1	262	2	262	100	1.14504	30	60
NODE_1422_length_262_cov_0.789189	1	262	2	262	100	1.14504	30	60
NODE_1423_length_262_cov_0.789189	1	262	2	262	100	1.14504	30	60
NODE_1424_length_262_cov_0.789189	1	262	2	262	100	1.14504	30	60
NODE_1425_length_262_cov_0.789189	1	262	2	262	100	1.14504	30	60
NODE_1426_length_262_cov_0.789189	1	262	2	262	100	1.14504	30	60
NODE_1427_length_262_cov_0.789189	1	262	2	262	100	1.14504	30	60
NODE_1428_length_262_cov_0.789189	1	262	2	262	100	1.14504	30	60
NODE_1429_length_262_cov_0.789189	1	262	2	262	100	1.14504	30	60
NODE_1430_length_262_cov_0.789189	1	262	2	262	100	1.14504	30	60
NODE_1431_length_262_cov_0.789189	1	262	2	262	100	1.14504	30	60
NODE_1432_length_262_cov_0.789189	1	262	2	262	100	1.14504	30	60
NODE_1433_length_262_cov_0.789189	1	262	2	262	100	1.14504	30	60
NODE_1434_length_262_cov_0.789189	1	262	2	262	100	1.14504	30	60
NODE_1435_length_262_cov_0.789189	1	262	2	262	100	1.14504	30	60
NODE_1436_length_262_cov_0.789189	1	262	2	262	100	1.14504	30	60
NODE_1437_length_262_cov_0.789189	1	262	2	262	100	1.14504	30	60
NODE_1438_length_262_cov_0.789189	1	262	2	262	100	1.14504	30	60
NODE_1439_length_262_cov_0.789189	1	262	2	262	100	1.14504	30	60
NODE_1440_length_262_cov_0.789189	1	262	2	262	100	1.14504	30	60
NODE_1441_length_262_cov_0.789189	1	262	2	262	100	1.14504	30	60
NODE_1442_length_262_cov_0.789189	1	262	2	262	100	1.14504	30	60
NODE_1443_length_262_cov_0.789189	1	262	2	262	100	1.14504	30	60
NODE_1444_length_262_cov_0.789189	1	262	2	262	100	1.14504	30	60
NODE_1445_length_262_cov_0.789189	1	262	2	262	100	1.14504	30	60
NODE_1446_length_262_cov_0.789189	1	262	2	262	100	1.14504	30	60
NODE_1447_length_262_cov_0.789189	1	262	2	262	100	1.14504	30	60
NODE_1448_length_262_cov_0.789189	1	262	2	262	100	1.14504	30	60
NODE_1449_length_262_cov_0.789189	1	262	2	262	100	1.14504	30	60
NODE_1450_length_262_cov_0.789189	1	262	2	262	100	1.14504	30	60
NODE_1451_length_262_cov_0.789189	1	262	2	262	100	1.14504	30	60
NODE_1452_length_262_cov_0.789189	1	262	2	262	100	1.14504	30	60
NODE_1453_length_262_cov_0.789189	1	262	2	262	100	1.14504	30	60
NODE_1454_length_262_cov_0.789189	1	262	2	262	100	1.14504	30	60
NODE_1455_length_262_cov_0.789189	1	262	2	262	100	1.14504	30	60
NODE_1456_length_262_cov_0.789189	1	262	2	262	100	1.14504	30	60
NODE_1457_length_262_cov_0.789189	1	262	2	262	100	1.14504	30	60
NODE_1458_length_262_cov_0.767568	1	262	2	262	100	1.14504	30	60
NODE_1459_length_262_cov_0.762162	1	262	2	262	100	1.14504	30	60
NODE_1460_length_262_cov_0.756757	1	262	2	262	100	1.14504	30	60
NODE_1461_length_262_cov_0.751351	1	262	2	262	100	1.14504	30	60
NODE_1462_length_262_cov_0.745946	1	262	2	262	100	1.14504	30	60
NODE_1463_length_261_cov_1.586957	1	261	4	261	100	2.29885	30	60
NODE_1464_length_261_cov_1.586957	1	261	4	261	100	2.29885	30	60
NODE_1465_length_261_cov_1.586957	1	261	4	261	100	2.29885	30	60
NODE_1466_length_261_cov_1.586957	1	261	4	261	100	2.29885	30	60
NODE_1467_length_261_cov_1.586957	1	261	4	261	100	2.29885	30	60
NODE_1468_length_261_cov_1.586957	1	261	4	261	100	2.29885	30	60
NODE_1469_length_261_cov_1.586957	1	261	4	261	100	2.29885	30	60
NODE_1470_length_261_cov_1.586957	1	261	4	261	100	2.29885	30	60
NODE_1471_length_261_cov_1.586957	1	261	4	261	100	2.29885	30	60
NODE_1472_length_261_cov_1.521739	1	261	4	261	100	2.29885	30	60
NODE_1473_length_261_cov_1.500000	1	261	4	261	100	2.29885	30	60
NODE_1474_length_261_cov_1.309783	1	261	4	261	100	2.29885	30	60
NODE_1475_length_261_cov_1.190217	1	261	4	261	100	2.26437	30	60
NODE_1476_length_261_cov_0.793478	1	261	2	261	100	1.14943	30	60
NODE_1477_length_261_cov_0.793478	1	261	2	261	100	1.14943	30	60
NODE_1478_length_261_cov_0.793478	1	261	2	261	100	1.14943	30	60
NODE_1479_length_261_cov_0.793478	1	261	2	261	100	1.14943	30	60
NODE_1480_length_261_cov_0.793478	1	261	2	261	100	1.14943	30	60
NODE_1481_length_261_cov_0.793478	1	261	2	261	100	1.14943	30	60
NODE_1482_length_261_cov_0.793478	1	261	2	261	100	1.14943	30	60
NODE_1483_length_261_cov_0.793478	1	261	2	261	100	1.14943	30	60
NODE_1484_length_261_cov_0.793478	1	261	2	261	100	1.14943	30	60
NODE_1485_length_261_cov_0.793478	1	261	2	261	100	1.14943	30	60
NODE_1486_length_261_cov_0.793478	1	261	2	261	100	1.14943	30	60
NODE_1487_length_261_cov_0.793478	1	261	2	261	100	1.14943	30	60
NODE_1488_length_261_cov_0.793478	1	261	2	261	100	1.14943	30	60
NODE_1489_length_261_cov_0.793478	1	261	2	261	100	1.14943	30	60
NODE_1490_length_261_cov_0.793478	1	261	2	261	100	1.14943	30	60
NODE_1491_length_261_cov_0.793478	1	261	2	261	100	1.14943	30	60
NODE_1492_length_261_cov_0.793478	1	261	2	261	100	1.14943	30	60
NODE_1493_length_261_cov_0.793478	1	261	2	261	100	1.14943	30	60
NODE_1494_length_261_cov_0.793478	1	261	2	261	100	1.14943	30	60
NODE_1495_length_261_cov_0.793478	1	261	2	261	100	1.14943	30	60
NODE_1496_length_261_cov_0.793478	1	261	2	261	100	1.14943	30	60
NODE_1497_length_261_cov_0.793478	1	261	2	261	100	1.14943	30	60
NODE_1498_length_261_cov_0.793478	1	261	2	261	100	1.14943	30	60
NODE_1499_length_261_cov_0.793478	1	261	2	261	100	1.14943	30	60
NODE_1500_length_261_cov_0.793478	1	261	2	261	100	1.14943	30	60
NODE_1501_length_261_cov_0.793478	1	261	2	261	100	1.14943	30	60
NODE_1502_length_261_cov_0.793478	1	261	2	261	100	1.14943	30	60
NODE_1503_length_261_cov_0.793478	1	261	2	261	100	1.14943	30	60
NODE_1504_length_261_cov_0.793478	1	261	2	261	100	1.14943	30	60
NODE_1505_length_261_cov_0.793478	1	261	2	261	100	1.14943	30	60
NODE_1506_length_261_cov_0.793478	1	261	2	261	100	1.14943	30	60
NODE_1507_length_261_cov_0.793478	1	261	2	261	100	1.14943	30	60
NODE_1508_length_261_cov_0.793478	1	261	2	261	100	1.14943	30	60
NODE_1509_length_261_cov_0.793478	1	261	2	261	100	1.14943	30	60
NODE_1510_length_261_cov_0.793478	1	261	2	261	100	1.14943	30	60
NODE_1511_length_261_cov_0.793478	1	261	2	261	100	1.14943	30	60
NODE_1512_length_261_cov_0.793478	1	261	2	261	100	1.14943	30	60
NODE_1513_length_261_cov_0.793478	1	261	2	261	100	1.14943	30	60
NODE_1514_length_261_cov_0.793478	1	261	2	261	100	1.14943	30	60
NODE_1515_length_261_cov_0.793478	1	261	2	261	100	1.14943	30	60
NODE_1516_length_261_cov_0.793478	1	261	2	261	100	1.14943	30	60
NODE_1517_length_261_cov_0.793478	1	261	2	261	100	1.14943	30	60
NODE_1518_length_261_cov_0.793478	1	261	2	261	100	1.14943	30	60
NODE_1519_length_261_cov_0.793478	1	261	2	261	100	1.14943	30	60
NODE_1520_length_261_cov_0.793478	1	261	2	261	100	1.14943	30	60
NODE_1521_length_261_cov_0.793478	1	261	8	261	100	3.18391	30	44
NODE_1522_length_261_cov_0.793478	1	261	2	261	100	1.14943	30	60
NODE_1523_length_261_cov_0.793478	1	261	2	261	100	1.14943	30	60
NODE_1524_length_261_cov_0.744565	1	261	2	261	100	1.14943	30	60
NODE_1525_length_261_cov_0.739130	1	261	2	261	100	1.14943	30	60
NODE_1526_length_261_cov_0.722826	1	261	2	261	100	1.14943	30	60
NODE_1527_length_261_cov_0.701087	1	261	2	261	100	1.14943	30	60
NODE_1528_length_260_cov_2.612022	1	260	11	260	100	5.04231	30	51.5
NODE_1529_length_260_cov_2.393443	1	260	6	260	100	3.46154	30	60
NODE_1530_length_260_cov_2.393443	1	260	6	260	100	3.46154	30	60
NODE_1531_length_260_cov_2.393443	1	260	6	260	100	3.46154	30	60
NODE_1532_length_260_cov_1.825137	1	260	6	260	100	3.06154	30	57.2
NODE_1533_length_260_cov_1.595628	1	260	6	260	100	2.78077	30	42.8
NODE_1534_length_260_cov_1.595628	1	260	4	260	100	2.30769	30	60
NODE_1535_length_260_cov_1.595628	1	260	4	260	100	2.30769	30	60
NODE_1536_length_260_cov_1.595628	1	260	4	260	100	2.30769	30	60
NODE_1537_length_260_cov_1.595628	1	260	4	260	100	2.30769	30	60
NODE_1538_length_260_cov_1.595628	1	260	4	260	100	2.30769	30	60
NODE_1539_length_260_cov_1.595628	1	260	4	260	100	2.30769	30	60
NODE_1540_length_260_cov_1.595628	1	260	4	260	100	2.30769	30	60
NODE_1541_length_260_cov_1.595628	1	260	4	260	100	2.30769	30	60
NODE_1542_length_260_cov_1.595628	1	260	4	260	100	2.30769	30	60
NODE_1543_length_260_cov_1.595628	1	260	4	260	100	2.30769	30	60
NODE_1544_length_260_cov_1.595628	1	260	4	260	100	2.30769	30	60
NODE_1545_length_260_cov_1.595628	1	260	10	260	100	3.90769	30	24.4
NODE_1546_length_260_cov_1.387978	1	260	4	260	100	2.30769	30	60
NODE_1547_length_260_cov_0.797814	1	260	2	260	100	1.15385	30	60
NODE_1548_length_260_cov_0.797814	1	260	2	260	100	1.15385	30	60
NODE_1549_length_260_cov_0.797814	1	260	2	260	100	1.15385	30	60
NODE_1550_length_260_cov_0.797814	1	260	2	260	100	1.15385	30	60
NODE_1551_length_260_cov_0.797814	1	260	2	260	100	1.15385	30	60
NODE_1552_length_260_cov_0.797814	1	260	2	260	100	1.15385	30	60
NODE_1553_length_260_cov_0.797814	1	260	2	260	100	1.15385	30	60
NODE_1554_length_260_cov_0.797814	1	260	2	260	100	1.15385	30	60
NODE_1555_length_260_cov_0.797814	1	260	2	260	100	1.15385	30	60
NODE_1556_length_260_cov_0.797814	1	260	2	260	100	1.15385	30	60
NODE_1557_length_260_cov_0.797814	1	260	2	260	100	1.15385	30	60
NODE_1558_length_260_cov_0.797814	1	260	2	260	100	1.15385	30	60
NODE_1559_length_260_cov_0.797814	1	260	2	260	100	1.15385	30	60
NODE_1560_length_260_cov_0.797814	1	260	2	260	100	1.15385	30	60
NODE_1561_length_260_cov_0.797814	1	260	2	260	100	1.15385	30	60
NODE_1562_length_260_cov_0.797814	1	260	2	260	100	1.15385	30	60
NODE_1563_length_260_cov_0.797814	1	260	2	260	100	1.15385	30	60
